time_sec,value
0.0,33.70943941409647
0.12707825902785133,30.791078194166417
0.25415651805570266,29.82846503337288
0.381234777083554,34.45300563139245
0.5083130361114053,41.5461204392557
0.6353912951392566,29.340104915144206
0.762469554167108,26.755631143596553
0.8895478131949593,25.30865367887833
1.0166260722228107,25.119174849768235
1.143704331250662,31.641737720466253
1.2707825902785133,33.57460429435499
1.3978608493063647,35.96435155409664
1.524939108334216,37.67912484423243
1.6520173673620673,30.924179776723598
1.7790956263899187,36.20775419744833
1.9061738854177699,35.002888336215946
2.0332521444456213,33.325172211027294
2.1603304034734725,29.139437027146034
2.287408662501324,20.749361628796123
2.4144869215291753,31.78334848394926
2.5415651805570265,42.8790289562752
2.668643439584878,44.34380647000037
2.7957216986127293,28.01724704742543
2.9227999576405805,41.02743316803632
3.049878216668432,24.341490674286007
3.1769564756962834,27.856574217671874
3.3040347347241346,28.74117351789297
3.4311129937519858,33.86226606327259
3.5581912527798374,30.64903824436857
3.6852695118076886,38.597324635616665
3.8123477708355398,24.581231390283037
3.9394260298633914,36.46681045665216
4.066504288891243,31.77363390003203
4.193582547919094,34.35603733269386
4.320660806946945,34.3066849706145
4.447739065974797,30.837649168097656
4.574817325002648,29.044138730648715
4.701895584030499,30.87240965610066
4.828973843058351,39.254974171430106
4.956052102086202,36.543284684017706
5.083130361114053,31.32977314657718
5.210208620141905,35.85451224877429
5.337286879169756,36.43257927266189
5.464365138197607,25.130049153160705
5.591443397225459,40.68821598874564
5.71852165625331,33.43742662761099
5.845599915281161,32.5199715046033
5.972678174309013,34.80580008683071
6.099756433336864,31.71725546221215
6.226834692364715,31.092767663994408
6.353912951392567,34.20063592489622
6.4809912104204175,31.01848794175949
6.608069469448269,35.59615303265382
6.735147728476121,38.48027966068989
6.8622259875039715,31.083123439370638
6.989304246531823,33.19601661747109
7.116382505559675,37.07175633465305
7.2434607645875255,30.282637462762057
7.370539023615377,33.81101288547772
7.497617282643229,38.32284158561716
7.6246955416710795,29.365826126822963
7.751773800698931,36.56145116057816
7.878852059726783,39.23910058992353
8.005930318754634,43.944633163590254
8.133008577782485,40.805468166495885
8.260086836810336,33.071179933349576
8.387165095838188,28.104642985504878
8.51424335486604,36.28346227450229
8.64132161389389,35.52120687735703
8.768399872921742,27.629580187155746
8.895478131949593,34.14575423157547
9.022556390977444,35.76343247031875
9.149634650005297,46.72021154489634
9.276712909033147,35.59863078447785
