time_sec,value
0.0,101.719336
0.127029,101.719336
0.254058,101.719336
0.381087,101.719336
1.905434,118.987681
2.032463,118.987681
2.159492,118.987681
2.286521,118.987681
2.41355,118.987681
2.540579,118.987681
2.667608,118.987681
2.794637,118.987681
2.921665,113.760043
3.048694,113.760043
3.175723,113.760043
3.302752,113.760043
3.429781,113.760043
3.55681,113.760043
3.683839,113.760043
3.810868,113.760043
7.494707,118.473487
7.621736,118.473487
7.748765,118.473487
7.875794,118.473487
8.002823,118.473487
8.129852,118.473487
8.256881,118.473487
8.38391,118.473487
8.510939,117.188002
8.637968,117.188002
8.764996,117.188002
8.892025,117.188002
9.019054,117.188002
9.146083,117.188002
9.273112,117.188002
9.400141,117.188002
10.289344,117.702196
10.416373,117.702196
10.543402,118.816283
10.67043,118.816283
10.797459,118.816283
10.924488,118.816283
11.051517,118.816283
11.178546,118.816283
11.305575,118.816283
11.432604,118.816283
11.559633,118.730584
11.686662,118.730584
13.338038,119.03053
13.465067,119.03053
13.592096,119.03053
13.719125,119.03053
13.846154,119.03053
13.973183,119.03053
14.100212,119.03053
14.227241,119.03053
14.35427,119.03053
14.481299,123.786824
14.608327,123.786824
14.735356,124.301018
14.862385,124.301018
14.989414,124.301018
15.116443,124.301018
15.243472,124.301018
15.370501,124.301018
15.49753,124.301018
15.624559,124.301018
16.132675,116.930905
16.259704,116.930905
16.386733,116.930905
16.513761,116.930905
16.64079,116.930905
16.767819,116.930905
16.894848,116.930905
17.021877,116.930905
17.148906,116.930905
17.275935,116.930905
17.402964,116.930905
17.529993,116.930905
18.292167,120.787359
18.419195,120.787359
18.546224,120.787359
18.673253,120.787359
18.800282,120.787359
18.927311,120.787359
19.05434,120.787359
19.181369,120.787359
19.308398,120.787359
19.435427,120.787359
19.562456,113.588645
19.689485,113.588645
19.816514,113.588645
19.943543,113.588645
20.070572,113.588645
20.197601,113.588645
20.324629,113.588645
20.451658,113.588645
20.578687,113.588645
20.705716,116.673808
20.832745,116.673808
20.959774,116.673808
21.086803,116.673808
21.213832,116.673808
21.340861,116.673808
21.46789,116.673808
21.594919,116.673808
21.976006,114.445635
22.103035,114.445635
22.230064,114.445635
22.357092,114.445635
22.484121,114.445635
22.61115,114.445635
22.738179,114.445635
22.865208,114.445635
22.992237,114.445635
23.119266,114.445635
23.246295,114.445635
23.373324,114.445635
23.500353,114.445635
23.627382,114.445635
23.754411,114.445635
23.88144,114.445635
24.262526,116.50241
24.389555,116.50241
24.516584,116.50241
24.643613,116.50241
24.770642,116.930905
24.897671,116.930905
25.0247,116.930905
25.151729,116.930905
25.278758,116.930905
